"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019"
"UCSC","FISH","FISH","SRAS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","rastrelliger","Sebastes rastrelliger","WoRMS","274787","Grass Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SROS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","rosaceus","Sebastes rosaceus","WoRMS","274787","Rosy Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SROS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","rosaceus","Sebastes rosaceus","WoRMS","126175","Rosy Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SRUB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","rubrivinctus","Sebastes rubrivinctus","WoRMS","126175","Flag Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SRUB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","rubrivinctus","Sebastes rubrivinctus","WoRMS","274791","Flag Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SSAG","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax","Sardinops sagax","WoRMS","274791","Pacific Sardine",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SSAG","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax","Sardinops sagax","WoRMS","282884","Pacific Sardine",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SSAX","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","saxicola","Sebastes saxicola","WoRMS","282884","Stripetail Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SSAX","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","saxicola","Sebastes saxicola","WoRMS","274713","Stripetail Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SSEM","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","semicinctus","Sebastes semicinctus","WoRMS","274713","Halfbanded Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SSEM","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","semicinctus","Sebastes semicinctus","WoRMS","274800","Halfbanded Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","STICH","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Stichaeidae","spp","Stichaeidae","WoRMS","274800","Pricklebacks",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","STICH","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Stichaeidae","spp","Stichaeidae","WoRMS","127022","Pricklebacks",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","STRE","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","serriceps","Sebastes serriceps","WoRMS","127022","Treefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","STRE","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","serriceps","Sebastes serriceps","WoRMS","218436","Treefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SUMB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","umbrosus","Sebastes umbrosus","WoRMS","272132","Honeycomb Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SYNG","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","spp","Syngnathus","WoRMS","274815","Pipefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SYNG","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","spp","Syngnathus","WoRMS","282726","Pipefish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SYRI","Animalia","Chordata","Actinopterygii","Scorpaeniformes/Gobiesociformes","Cottidae/Gobiesocidae","Synchirus/Rimicola","spp","Synchirus/Rimicola","WoRMS","282726","Manacled Sculpin/Kelp Clingfish","Cryptic, not sampled effectiively. Combined species group of Synchirus gilli and Rimicola muscarum. These species are combined due to difficulty in identification in the field",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSC","FISH","FISH","SYRI","Animalia","Chordata","Actinopterygii","Scorpaeniformes/Gobiesociformes","Cottidae/Gobiesocidae","Synchirus/Rimicola","spp","Synchirus/Rimicola","WoRMS","274817","Manacled Sculpin/Kelp Clingfish","Cryptic, not sampled effectiively. Combined species group of Synchirus gilli and Rimicola muscarum. These species are combined due to difficulty in identification in the field",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","FISH","FISH","TCAL","Animalia","Chordata","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce","californica","Tetronarce californica","WoRMS","274817","Pacific Electric Ray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","TCAL","Animalia","Chordata","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce","californica","Tetronarce californica","WoRMS","274820","Pacific Electric Ray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","TSEM","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","semifasciata","Triakis semifasciata","WoRMS","274820","Leopard Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","TSEM","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis","semifasciata","Triakis semifasciata","WoRMS","274823","Leopard Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","TSYM","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","symmetricus","Trachurus symmetricus","WoRMS","274823","Jack Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","TSYM","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","symmetricus","Trachurus symmetricus","WoRMS","274824","Jack Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","UHAL","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Urotrygonidae","Urolophus","halleri","Urolophus halleri","WoRMS","274824","Haller's Round Ray",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","UNID","Animalia","Chordata",NA,NA,NA,NA,NA,"Unidentified Fish","PISCO","274833","Unidentified Fish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","UNID","Animalia","Chordata",NA,NA,NA,NA,NA,"Unidentified Fish","PISCO","274833","Unidentified Fish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","USAN","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Ulvicola","sanctaerosae","Ulvicola sanctaerosae","WoRMS","274836","Kelp Gunnel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","USAN","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Ulvicola","sanctaerosae","Ulvicola sanctaerosae","WoRMS","274836","Kelp Gunnel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","ZEXA","Animalia","Chordata","Elasmobranchii","Rajiformes","Rhinobatidae","Zapteryx","exasperata","Zapteryx exasperata","WoRMS","282753","Banded Guitarfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","ZROS","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Zalembius","rosaceus","Zalembius rosaceus","WoRMS","282753","Pink Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","ZROS","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Zalembius","rosaceus","Zalembius rosaceus","WoRMS","274839","Pink Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","QUAD","ALGAE","EISARBJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Eisenia","arborea","Eisenia arborea","WoRMS","274839","Sea palm kelp, Juvenile",NA,"<30cm, height","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","ALGAE","KELPJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales",NA,NA,NA,"Kelp Juvenile, Unidentified","PISCO","274841","Kelp Juvenile, Unidentified","Laminarian recruits that are too small to identify to species.",NA,"no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","ALGAE","LAMSPJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","spp juvenile","Laminaria","WoRMS","274841","Laminiaria juvenile","May be L. farlowii or L. setchellii but at southern California sites, this is more likely to be Laminaria farlowii","<10cm, width","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","ALGAE","MACPYRJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","pyrifera juvenile","Macrocystis pyrifera","WoRMS","274845","Giant Kelp",NA,"<1m, stipe height","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","ALGAE","PTECALJUV","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Pterygophora","californica","Pterygophora californica","WoRMS","274845","Pterygophora juvenile",NA,"<30cm, height","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","AHOL","Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Alloclinus","holderi","Alloclinus holderi","WoRMS","217452","Island Kelpfish",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","COTT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Cottidae","spp","Cottidae","WoRMS","217452","Sculpins","Not sampled in quadrats after 2001. This species group was consistently sampled in 2000 and 2001",NA,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","GIBB","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Gibbonsia","spp","Gibbonsia","WoRMS","274848","Kelpfish","This species is counted on swath transects at northern California sites",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","HROS","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Heterostichus","rostratus","Heterostichus rostratus","WoRMS","274848","Giant Kelpfish","This species is counted on swath transects at northern California sites",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","LDAL","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","dalli","Lythrypnus dalli","WoRMS","274851","Bluebanded Goby",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","LZEB","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","zebra","Lythrypnus zebra","WoRMS","274851","Zebra Goby",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","OPIC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","pictus","Oxylebius pictus","WoRMS","125566","Painted Greenling",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","RNIC","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","nicholsii","Rhinogobiops nicholsii","WoRMS","125566","Blackeye Goby","This species is counted on swath transects at northern California sites",NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","FISH","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274853","California Scorpionfish","Not sampled in quadrats after 2002. This species was not sampled in quadrats after 2002",NA,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","ANTART","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","artemisia","Anthopleura artemisia","WoRMS","274853","Moonglow Anemone",NA,NA,"no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","ATRIDA","Animalia","Mollusca","Gastropoda","Neogastropoda","Mitridae","Atrimitra","idae","Atrimitra idae","WoRMS","274862","Ida's Miter","Not sampled in quadrats after 2001. This species group was no longer sampled after 2001",NA,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CALANN","Animalia","Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","annulatum","Calliostoma annulatum","WoRMS","126227","Purple Ringed Topsnail","Not sampled in quadrats after 2002. This species group was no longer sampled after 2002",NA,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CALLIG","Animalia","Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","ligatum","Calliostoma ligatum","WoRMS","126227","Blue Top Snail","Not sampled in quadrats after 2002. This species group was no longer sampled after 2002",NA,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CENCOR","Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Centrostephanus","coronatus","Centrostephanus coronatus","WoRMS","271019/270760","Coronado Urchin, Crowned Urchin","Not sampled in quadrats after 2002. This species was sampled on swath transects instead of quadrats starting in 2002",NA,"no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CERFOL","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","foliatum","Ceratostoma foliatum","WoRMS","271019/270760","Leafy Hornmouth","This species group was split in 2005 from Ceratostoma spp. It is counted on swath transects at northern California sites.",NA,"no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CERNUT","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","nuttalli","Ceratostoma nuttalli","WoRMS","845703","Nuttall's hornmouth","This species group was split in 2005 from Ceratostoma spp. It is counted on swath transects at northern California sites.",NA,"no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CERSPP","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","spp","Ceratostoma","WoRMS","845703","Leafy Or Nuttall'S Hornmouth","Combined species group of Ceratostoma spp. This species group was split in 2005 into C. foliatum and C. nuttalli.  It is counted on swath transects at northern California sites.",NA,"no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"UCSB","QUAD","INVERT","CHAOVO","Animalia","Mollusca","Bivalvia","Myida","Pholadidae","Chaceia","ovoidea","Chaceia ovoidea","WoRMS","279060","Wart-Necked Piddock","This species group was split in 2003 from Chaceia/Parapholas spp.",NA,"no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no"
